spa_id,item_title,container,goldsmiths,date,date_qualifier,sender_name,sender_organization,sender_address,sender_city,sender_country,sender_full_address,recipient_name,recipient_organization,recipient_address,recipient_city,recipient_country,recipient_full_address,original,document_type,format,language,notes,FID,Country,x,y
6752,"Clerical assistant to Sergey Sergeevich Prokofiev, 02 October 1929",not_stated,"Binder XXII, page 127",02 October 1929,exact,Clerical assistant,not_stated,689 Fifth Avenue,New York,,"689 Fifth Avenue, New York",Sergey Sergeevich Prokofiev,not_stated,22 Rue d'Anjou,Paris,,"22 Rue d'Anjou, Paris",photocopy,letter,typed,English,,1903,,-73.9752468585455,40.761158877913
6922,"Clerical assistant to Sergey Sergeevich Prokofiev, [18 November 1929]","Box: 3; Folder: 1929, November","Binder XXII, page 295",18 November 1929,implied,Clerical assistant,not_stated,not_stated,Moscow,,Moscow,Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,Russian,Originator: 'P.Pshibyshevsky'.,1904,,37.6150100001447,55.7569599999085
6923,"Kseniia Georgievna Derzhinskaya to Sergey Sergeevich Prokofiev, 18 November 1929","Box: 3; Folder: 1929, November","Binder XXII, page 297",18 November 1929,exact,Kseniia Georgievna Derzhinskaya,not_stated,not_stated,Moscow,,Moscow,Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,Russian,,1905,,37.6150100001447,55.7569599999085
6930,"not_stated to Sergey Sergeevich Prokofiev, 21 November 1929","Box: 3; Folder: 1929, November","Binder XXII, page 303",21 November 1929,exact,not_stated,not_stated,not_stated,Lima,,Lima,Sergey Sergeevich Prokofiev,not_stated,6 Rue Bassano,Paris,,"6 Rue Bassano, Paris",original,postcard,handwritten,Spanish,,1906,,-77.0282399999814,-12.0431800004003
6931,"Ephraim Gottlieb to Sergey Sergeevich Prokofiev, 22 November 1929","Box: 3; Folder: 1929, November","Binder XXII, page 305",22 November 1929,exact,Ephraim Gottlieb,not_stated,"39 South La Salle Street, Suite 418-24",Chicago,,"39 South La Salle Street, Suite 418-24, Chicago",Sergey Sergeevich Prokofiev,not_stated,Château de la Fléchère,Culoz,,"Château de la Fléchère, Culoz",original,letter,typed,English,,1907,,-87.6323466033089,41.8808608636857
6934,"Clerical assistant to Sergey Sergeevich Prokofiev, 22 November 1929","Box: 3; Folder: 1929, November","Binder XXII, page 309",22 November 1929,exact,Clerical assistant,Étienne A. Boesteano,47 Rue des Batignolles,Paris,,"47 Rue des Batignolles, Paris",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,French,,1908,,2.31962177925811,48.8856646939911
6936,"Clerical assistant to Sergey Sergeevich Prokofiev, 22 November 1929",not_stated,"Binder XXII, page 311",22 November 1929,exact,Clerical assistant,not_stated,113 West 57th Street,New York,,"113 West 57th Street, New York",Sergey Sergeevich Prokofiev,not_stated,6 Rue Bassano,Paris,,"6 Rue Bassano, Paris",photocopy,letter,typed,English,,1909,,-73.9776565291081,40.7646075530129
6940,"Clerical assistant to Sergey Sergeevich Prokofiev, 23 November 1929","Box: 3; Folder: 1929, November","Binder XXII, page 318",23 November 1929,exact,Clerical assistant,Étienne A. Boesteano,47 Rue des Batignolles,Paris,,"47 Rue des Batignolles, Paris",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,French,,1910,,2.31962177925811,48.8856646939911
6943,"Mr Vasil'ev to Sergey Sergeevich Prokofiev, 25 November 1929","Box: 3; Folder: 1929, November","Binder XXII, page 323",25 November 1929,exact,Mr Vasil'ev,not_stated,not_stated,Saida,,Saida,Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,Russian,"Originator: 'Leg, Vassilieff Simon, 7ieme Compagnie",1911,,0.151709999566581,34.8303400002602
6944,"Gavriil Grigorievich Paichadze to Sergey Sergeevich Prokofiev, 25 November 1929","Box: 3; Folder: 1929, November","Binder XXII, page 325",25 November 1929,exact,Gavriil Grigorievich Paichadze,not_stated,not_stated,Danzig,,Danzig,Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,Russian,"Originator's full address: 'Deutsches Haus, Danzig' on notepaper of 'Carlton-Hotel, Zoppot'.",1912,,18.6511900001024,54.3531399999341
6945,"Gavriil Grigorievich Paichadze to Sergey Sergeevich Prokofiev, 25 November 1929","Box: 3; Folder: 1929, November","Binder XXII, page 327",25 November 1929,exact,Gavriil Grigorievich Paichadze,not_stated,not_stated,Danzig,,Danzig,Sergey Sergeevich Prokofiev,not_stated,6 Rue Bassano,Paris,,"6 Rue Bassano, Paris",original,telegram,typed,French,,1913,,18.6511900001024,54.3531399999341
6951,"Paul Spaak to Sergey Sergeevich Prokofiev, 26 November 1929","Box: 3; Folder: 1929, November","Binder XXII, page 333",26 November 1929,exact,Paul Spaak,not_stated,not_stated,Brussels,,Brussels,Sergey Sergeevich Prokofiev,not_stated,6 Rue Bassano,Paris,,"6 Rue Bassano, Paris",original,letter,typed,French,,1914,,4.35608999955381,50.844390000172
6954,"Clerical assistant to Sergey Sergeevich Prokofiev, 27 November 1929","Box: 3; Folder: 1929, November","Binder XXII, page 336",27 November 1929,exact,Clerical assistant,International Press Cutting Bureau,329 High Holborn,London,,"329 High Holborn, London",Sergey Sergeevich Prokofiev,not_stated,6 Rue Bassano,Paris,,"6 Rue Bassano, Paris",original,letter,typed,English,,1915,,-0.112044397716135,51.5181530726437
6956,"Paul Spaak to Sergey Sergeevich Prokofiev, 28 November 1929","Box: 3; Folder: 1929, November","Binder XXII, page 339",28 November 1929,exact,Paul Spaak,not_stated,not_stated,Brussels,,Brussels,Sergey Sergeevich Prokofiev,not_stated,6 Rue Bassano,Paris,,"6 Rue Bassano, Paris",original,telegram,typed,French,,1916,,4.35608999955381,50.844390000172
6960,"Boris Vladimirovich Asafiev to Sergey Sergeevich Prokofiev, 29 November 1929","Box: 3; Folder: 1929, November","Binder XXII, page 352",29 November 1929,exact,Boris Vladimirovich Asafiev,not_stated,not_stated,Leningrad,,Leningrad,Sergey Sergeevich Prokofiev,not_stated,22 Rue d'Anjou,Paris,,"22 Rue d'Anjou, Paris",original,postcard,handwritten,Russian,,1917,,30.2641700001701,59.8944400000652
6961,"Marcel de Valmalète to Sergey Sergeevich Prokofiev, 30 November 1929","Box: 3; Folder: 1929, November","Binder XXII, page 349",30 November 1929,exact,Marcel de Valmalète,not_stated,45-47 Rue La Boétie,Paris,,"45-47 Rue La Boétie, Paris",Sergey Sergeevich Prokofiev,not_stated,6 Rue Bassano,Paris,,"6 Rue Bassano, Paris",original,letter,typed,French,,1918,,2.31398179567996,48.8735447224459
6962,"not_stated to Sergey Sergeevich Prokofiev, [30 November 1929]","Box: 3; Folder: 1929, November","Binder XXII, page 351",30 November 1929,implied,not_stated,not_stated,10 Boulevard de Clichy,Paris,,"10 Boulevard de Clichy, Paris",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,French,Originator: 'Darius Milhaud (?) '.,1919,,2.33866362525375,48.8823213874156
6967,"Fitzhugh Haensel to Sergey Sergeevich Prokofiev, November 1929",not_stated,"Binder XXII, page 357",November 1929,exact,Fitzhugh Haensel,not_stated,not_stated,Paris,,Paris,Sergey Sergeevich Prokofiev,not_stated,not_stated,Moscow,,Moscow,photocopy,telegram,typed,English,"Recipient's address: 'c/o Miaskovsky, Denezhnyi 7'.",1920,,2.34143999979337,48.8572100000963
6970,"Alexander Smallens to Sergey Sergeevich Prokofiev, 02 December 1929","Box: 3; Folder: 1929, December","Binder XXII, page 362",02 December 1929,exact,Alexander Smallens,not_stated,not_stated,Philadelphia,,Philadelphia,Sergey Sergeevich Prokofiev,not_stated,6 Rue Bassano,Paris,,"6 Rue Bassano, Paris",original,letter,draft,Russian,Typed draft.,1921,,-75.1621799998889,39.9522199998612
6973,"Ephraim Gottlieb to Sergey Sergeevich Prokofiev, 02 December 1929","Box: 3; Folder: 1929, December","Binder XXII, page 366",02 December 1929,exact,Ephraim Gottlieb,not_stated,not_stated,Chicago,,Chicago,Sergey Sergeevich Prokofiev,not_stated,6 Rue Bassano,Paris,,"6 Rue Bassano, Paris",original,telegram,handwritten,English,"Original address: 'Château de la Fléchère, Culoz' crossed out.",1922,,-87.6324500002964,41.8842500001071
6977,"Clerical assistant to Sergey Sergeevich Prokofiev, 03 December 1929","Box: 3; Folder: 1929, December","Binder XXII, page 369",03 December 1929,exact,Clerical assistant,Haensel & Jones,113 West 57th Street,New York,,"113 West 57th Street, New York",Sergey Sergeevich Prokofiev,not_stated,6 Rue Bassano,Paris,,"6 Rue Bassano, Paris",original,letter,typed,English,,1923,,-73.9776565291081,40.7646075530129
6978,"Director to Sergey Sergeevich Prokofiev, 03 December 1929","Box: 3; Folder: 1929, December","Binder XXII, page 370",03 December 1929,exact,Director,Moskauer Rundschau,not_stated,Moscow,,Moscow,Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,typed,Russian,,1924,,37.6150100001447,55.7569599999085
6979,"Clerical assistant to Sergey Sergeevich Prokofiev, 04 December 1929","Box: 3; Folder: 1929, December","Binder XXII, page 371",04 December 1929,exact,Clerical assistant,Stadtische Buhnen Essen,not_stated,Essen,,Essen,Sergey Sergeevich Prokofiev,not_stated,6 Rue Bassano,Paris,,"6 Rue Bassano, Paris",original,letter,typed,German,,1925,,7.01105999981055,51.4518299999419
6980,"Pierre Blois to Sergey Sergeevich Prokofiev, 1929-xx-xx","Box: 3; Folder: 1929, December","Binder XXII, page 372",1929-xx-xx,exact,Pierre Blois,"La Liberte, Politique & Financier",111 Rue Réaumur,Paris,,"111 Rue Réaumur, Paris",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,French,,1926,,2.34332344714393,48.8681808059692
6982,"Sonia Brichant to Sergey Sergeevich Prokofiev, 04 December 1929","Box: 3; Folder: 1929, December","Binder XXII, page 374",04 December 1929,exact,Sonia Brichant,not_stated,not_stated,Liège,,Liège,Sergey Sergeevich Prokofiev,not_stated,6 Rue Bassano,Paris,,"6 Rue Bassano, Paris",original,postcard,handwritten,Russian,,1927,,5.57249999959111,50.6455000001532
6983,"Olga Bogdanovna Orlova-Denisova to Sergey Sergeevich Prokofiev, 04 December 1929","Box: 3; Folder: 1929, December","Binder XXII, page 376",04 December 1929,exact,Olga Bogdanovna Orlova-Denisova,not_stated,16 Avenue Carnot,Paris,,"16 Avenue Carnot, Paris",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,Russian,,1928,,2.29326419372579,48.8760848379797
6984,"Pierre Monteux to Sergey Sergeevich Prokofiev, 05 December 1929","Box: 3; Folder: 1929, December","Binder XXII, page 380",05 December 1929,exact,Pierre Monteux,not_stated,not_stated,Amsterdam,,Amsterdam,Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,French,,1929,,4.89332000010295,52.3731400002177
6991,"Alexander Matveevich Moskovsky to Sergey Sergeevich Prokofiev, 06 December 1929","Box: 3; Folder: 1929, December","Binder XXII, page 389",06 December 1929,exact,Alexander Matveevich Moskovsky,not_stated,Saxen-Weimarlaan 52,Amsterdam,,"Saxen-Weimarlaan 52, Amsterdam",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,Russian,,1930,,4.85716500000979,52.3522079998193
6993,"Sidney D. Komie to Sergey Sergeevich Prokofiev, 07 December 1929","Box: 3; Folder: 1929, December","Binder XXII, page 391",07 December 1929,exact,Sidney D. Komie,not_stated,"Suite 632, First National Bank Building",Chicago,,"Suite 632, First National Bank Building, Chicago",Sergey Sergeevich Prokofiev,not_stated,113 West 57th Street,New York,,"113 West 57th Street, New York",original,letter,typed,English,,1931,,-87.7140299997671,41.9945099996863
6994,"Clerical assistant to Sergey Sergeevich Prokofiev, 07 December 1929","Box: 3; Folder: 1929, December","Binder XXII, page 392",07 December 1929,exact,Clerical assistant,Haensel & Jones,113 West 57th Street,New York,,"113 West 57th Street, New York",Sergey Sergeevich Prokofiev,not_stated,6 Rue Bassano,Paris,,"6 Rue Bassano, Paris",original,letter,typed,English,,1932,,-73.9776565291081,40.7646075530129
6996,"Leopold Fortier to Sergey Sergeevich Prokofiev, 07 December 1929","Box: 3; Folder: 1929, December","Binder XXII, page 394",07 December 1929,exact,Leopold Fortier,not_stated,210 Ouest Rue Notre Dame,Montreal,,"210 Ouest Rue Notre Dame, Montreal",Sergey Sergeevich Prokofiev,not_stated,1-3 Rue des Italiens,Paris,,"1-3 Rue des Italiens, Paris",original,letter,typed,French,,1933,,-73.5575164802567,45.5036727628951
6997,"Georgii Nikolaevich Gorchakov to Sergey Sergeevich Prokofiev, 08 December 1929","Box: 3; Folder: 1929, December","Binder XXII, page 397",08 December 1929,exact,Georgii Nikolaevich Gorchakov,not_stated,"Villa les Marguerites, Petite av. Prince de Galles",Nice,,"Villa les Marguerites, Petite av. Prince de Galles, Nice",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,Russian,,1934,,7.27556850043494,43.7171399999349
7002,"Pierre Petrovich Souvchinsky to Sergey Sergeevich Prokofiev, 09 December 1929","Box: 3; Folder: 1929, December","Binder XXII, page 403",09 December 1929,exact,Pierre Petrovich Souvchinsky,not_stated,26 Rue Paul Bert,Clamart,,"26 Rue Paul Bert, Clamart",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,Russian,,1935,,2.27032925051136,48.8089808697446
7004,"Director to Sergey Sergeevich Prokofiev, 11 December 1929","Box: 3; Folder: 1929, December","Binder XXII, page 408",11 December 1929,exact,Director,"Société des Auteurs, Compositeurs et Éditeurs de Musique",10 Rue Chaptal,Paris,,"10 Rue Chaptal, Paris",Sergey Sergeevich Prokofiev,not_stated,6 Rue Bassano,Paris,,"6 Rue Bassano, Paris",original,letter,typed,French,,1936,,2.33382477900895,48.8807201942497
7006,"Fyodor Weber to Sergey Sergeevich Prokofiev, 12 December 1929","Box: 3; Folder: 1929, December","Binder XXII, page 410",12 December 1929,exact,Fyodor Weber,not_stated,Dessauerstrasse 17,Berlin,,"Dessauerstrasse 17, Berlin",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,Russian,,1937,,13.5505293614867,52.5672043793325
7007,"Vladimir Alexandrovich Dranishnikov to Sergey Sergeevich Prokofiev, 12 December 1929","Box: 3; Folder: 1929, December","Binder XXII, page 412",12 December 1929,exact,Vladimir Alexandrovich Dranishnikov,not_stated,"Soiuza Pechatnikov Ul. D.15, kv. 46",Leningrad,,"Soiuza Pechatnikov Ul. D.15, kv. 46, Leningrad",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,Russian,,1938,,30.2641700001701,59.8944400000652
7008,"not_stated to Sergey Sergeevich Prokofiev, 12 December 1929","Box: 3; Folder: 1929, December","Binder XXII, page 457",12 December 1929,exact,not_stated,not_stated,not_stated,Bucharest,,Bucharest,Sergey Sergeevich Prokofiev,not_stated,6 Rue Bassano,Paris,,"6 Rue Bassano, Paris",original,telegram,typed,French,,1939,,26.1029800001167,44.4342900001711
7011,"Mr Savoir to Sergey Sergeevich Prokofiev, [13 December 1929]","Box: 3; Folder: 1929, December","Binder XXII, page 414",13 December 1929,implied,Mr Savoir,not_stated,Place de l'étoile,Paris,,"Place de l'étoile, Paris",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,French,,1940,,2.29571419505129,48.8742335127069
7012,"Alexander Smallens to Sergey Sergeevich Prokofiev, 14 December 1929","Box: 3; Folder: 1929, December","Binder XXII, page 415",14 December 1929,exact,Alexander Smallens,not_stated,Broad Street at Girard Avenue,Philadelphia,,"Broad Street at Girard Avenue, Philadelphia",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,typed,English,,1941,,-75.1594230002133,39.9714930001898
7018,"Vladimir Vladimirovich Derzhanovsky to Sergey Sergeevich Prokofiev, 17 December 1929","Box: 3; Folder: 1929, December","Binder XXII, page 422",17 December 1929,exact,Vladimir Vladimirovich Derzhanovsky,not_stated,"Ostozhenka, Troitskii Pereulok 3, kv. 3",Moscow,,"Ostozhenka, Troitskii Pereulok 3, kv. 3, Moscow",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,typed,Russian,Handwritten postscriptum,1942,,37.2871333889609,55.4676802175668
7019,"Sonia Brichant to Sergey Sergeevich Prokofiev, 17 December 1929","Box: 3; Folder: 1929, December","Binder XXII, page 424",17 December 1929,exact,Sonia Brichant,not_stated,not_stated,Liège,,Liège,Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,Russian,,1943,,5.57249999959111,50.6455000001532
7021,"not_stated to Sergey Sergeevich Prokofiev, [18 December 1929]","Box: 3; Folder: 1929, December","Binder XXII, page 426",18 December 1929,implied,not_stated,not_stated,not_stated,Paris,,Paris,Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,French,Originator: 'Sophie Villamizal (?)',1944,,2.34143999979337,48.8572100000963
7023,"Paul Spaak to Sergey Sergeevich Prokofiev, [18 December 1929]","Box: 3; Folder: 1929, December","Binder XXII, page 428a",18 December 1929,implied,Paul Spaak,not_stated,not_stated,Brussels,,Brussels,Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,typed,French,,1945,,4.35608999955381,50.844390000172
7024,"Director to Sergey Sergeevich Prokofiev, 18 December 1929","Box: 3; Folder: 1929, December","Binder XXII, page 429",18 December 1929,exact,Director,Gaveau & Cie.,45-47 Rue La Boétie,Paris,,"45-47 Rue La Boétie, Paris",Sergey Sergeevich Prokofiev,not_stated,6 Rue Bassano,Paris,,"6 Rue Bassano, Paris",original,letter,typed,French,,1946,,2.31398179567996,48.8735447224459
7033,"not_stated to Sergey Sergeevich Prokofiev, 21 December 1929","Box: 3; Folder: 1929, December","Binder XXII, page 438",21 December 1929,exact,not_stated,not_stated,not_stated,Paris,,Paris,Sergey Sergeevich Prokofiev,not_stated,6 Rue Bassano,Paris,,"6 Rue Bassano, Paris",original,telegram,handwritten,French,Originator: 'Kopp (?)'.,1947,,2.34143999979337,48.8572100000963
7034,"not_stated to Sergey Sergeevich Prokofiev, 21 December 1929","Box: 3; Folder: 1929, December","Binder XXII, page 438",21 December 1929,exact,not_stated,not_stated,not_stated,Paris,,Paris,Sergey Sergeevich Prokofiev,not_stated,6 Rue Bassano,Paris,,"6 Rue Bassano, Paris",original,telegram,handwritten,French,Originator: 'Kopp (?)'.,1948,,2.34143999979337,48.8572100000963
