spa_id,item_title,container,goldsmiths,date,date_qualifier,sender_name,sender_organization,sender_address,sender_city,sender_country,sender_full_address,recipient_name,recipient_organization,recipient_address,recipient_city,recipient_country,recipient_full_address,original,document_type,format,language,notes,FID,Country,x,y
5759,"Clerical assistant to Sergey Sergeevich Prokofiev, 22 August 1928","Box: 2; Folder: 1928, August","Binder XVIII, page 293",22 August 1928,exact,Clerical assistant,Alfred Bloch,12 Rue Henner,Paris,,"12 Rue Henner, Paris",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,typed,French,,1837,,2.33310638729308,48.8803748205801
5766,"Gavriil Grigorievich Paichadze to Sergey Sergeevich Prokofiev, 24 August 1928","Box: 2; Folder: 1928, August","Binder XVIII, page 303",24 August 1928,exact,Gavriil Grigorievich Paichadze,not_stated,22 Rue d'Anjou,Paris,,"22 Rue d'Anjou, Paris",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,typed,Russian,,1838,,2.32158522966957,48.8709984971222
5770,"Viktor Mikhailovich Beliaev to Sergey Sergeevich Prokofiev, 25 August 1928","Box: 2; Folder: 1928, August","Binder XVIII, page 306",25 August 1928,exact,Viktor Mikhailovich Beliaev,not_stated,"Novinskii Bulvar 117, kv. 4",Moscow,,"Novinskii Bulvar 117, kv. 4, Moscow",Sergey Sergeevich Prokofiev,not_stated,Château de Vétraz,Annemasse,,"Château de Vétraz, Annemasse",original,letter,typed,Russian,Typed address: 'Klin. Muzei Chaikovskogo'.,1839,,37.5836931770515,55.7555095903666
5888,"M. Bliumberg to Sergey Sergeevich Prokofiev, 19 October 1928","Box: 2; Folder: 1928, October","Binder XIX, page 123",19 October 1928,exact,M. Bliumberg,not_stated,Lassalia Ul. 2,Leningrad,,"Lassalia Ul. 2, Leningrad",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,typed,Russian,,1840,,30.2641700001701,59.8944400000652
5773,"Clerical assistant to Sergey Sergeevich Prokofiev, 25 August 1928","Box: 2; Folder: 1928, August","Binder XVIII, page 310",25 August 1928,exact,Clerical assistant,Touring Club de France,65 Avenue de la Grande-Armée,Paris,,"65 Avenue de la Grande-Armée, Paris",Sergey Sergeevich Prokofiev,not_stated,Château de Vétraz,Annemasse,,"Château de Vétraz, Annemasse",original,letter,typed,French,,1841,,2.28645849784448,48.8762480645009
5889,"Vladimir Vladimirovich Derzhanovsky to Sergey Sergeevich Prokofiev, 19 October 1928","Box: 2; Folder: 1928, October","Binder XIX, page 125",19 October 1928,exact,Vladimir Vladimirovich Derzhanovsky,not_stated,Kuznetskii Most 18,Moscow,,"Kuznetskii Most 18, Moscow",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,typed,Russian,,1842,,37.6220238159144,55.7619456016535
5890,"Albert Hauglustaine to Sergey Sergeevich Prokofiev, 19 October 1928","Box: 2; Folder: 1928, October","Binder XIX, page 127",19 October 1928,exact,Albert Hauglustaine,not_stated,61 Rue de Montreuil,Paris,,"61 Rue de Montreuil, Paris",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,French,,1843,,2.38981572323251,48.8505025110487
5894,"Pierre Petrovich Souvchinsky to Sergey Sergeevich Prokofiev, 24 October 1928","Box: 2; Folder: 1928, October","Binder XIX, page 132",24 October 1928,exact,Pierre Petrovich Souvchinsky,not_stated,not_stated,Clamart,,Clamart,Sergey Sergeevich Prokofiev,not_stated,not_stated,Paris,,Paris,original,letter,handwritten,Russian,"Recipient's address given as ' 99 , rue Ranelagh, Paris 16e'.",1844,,2.26309999987194,48.7998799999641
5895,"Clerical assistant to Sergey Sergeevich Prokofiev, 23 October 1928","Box: 2; Folder: 1928, October","Binder XIX, page 136",23 October 1928,exact,Clerical assistant,Leningradskaia Filarmoniia,not_stated,Leningrad,,Leningrad,Sergey Sergeevich Prokofiev,not_stated,not_stated,Paris,,Paris,original,telegram,typed,French,,1845,,30.2641700001701,59.8944400000652
5898,"Vsevolod Emilevich Meyerhold to Sergey Sergeevich Prokofiev, 24 October 1928","Box: 2; Folder: 1928, October","Binder XIX, page 135",24 October 1928,exact,Vsevolod Emilevich Meyerhold,not_stated,not_stated,Nice,,Nice,Sergey Sergeevich Prokofiev,not_stated,not_stated,Paris,,Paris,original,postcard,handwritten,Russian,"Recipient's address given as ' 52 , rue Poussin, Paris XVI'.",1846,,7.27768000039174,43.7002799999688
5899,"Clerical assistant to Sergey Sergeevich Prokofiev, [24 October 1928]","Box: 2; Folder: 1928, October","Binder XIX, page 143",24 October 1928,implied,Clerical assistant,Cornpoleage,Talstrasse 19,New York,,"Talstrasse 19, New York",Sergey Sergeevich Prokofiev,not_stated,132 - 136 Boulevard Montparnasse,Paris,,"132 - 136 Boulevard Montparnasse, Paris",original,telegram,typed,English,,1847,,11.8258105540988,49.7424934207436
5901,"Lazare Saminsky to Sergey Sergeevich Prokofiev, 27 October 1928","Box: 2; Folder: 1928, October","Binder XIX, page 138",27 October 1928,exact,Lazare Saminsky,not_stated,4 East 76th Street,New York,,"4 East 76th Street, New York",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,Russian,,1848,,-73.9648635241289,40.7748778115663
5902,"Clerical assistant to Sergey Sergeevich Prokofiev, 27 October 1928","Box: 2; Folder: 1928, October","Binder XIX, page 140",27 October 1928,exact,Clerical assistant,Michelin&Co,97 Boulevard Péreire,Paris,,"97 Boulevard Péreire, Paris",Sergey Sergeevich Prokofiev,not_stated,22 Rue d'Anjou,Paris,,"22 Rue d'Anjou, Paris",original,letter,typed,French,,1849,,2.30039610202271,48.8861793602083
5905,"Boris Vladimirovich Asafiev to Sergey Sergeevich Prokofiev, 30 October 1928","Box: 2; Folder: 1928, October","Binder XIX, page 144",30 October 1928,exact,Boris Vladimirovich Asafiev,not_stated,not_stated,Bonn,,Bonn,Sergey Sergeevich Prokofiev,not_stated,1 Rue Obligado,Paris,,"1 Rue Obligado, Paris",original,postcard,handwritten,Russian,,1850,,7.1018600001337,50.7324200000278
5906,"Director to Sergey Sergeevich Prokofiev, 30 October 1928","Box: 2; Folder: 1928, October","Binder XIX, page 146",30 October 1928,exact,Director,Persimfans,Gertsena Ul. 13,Moscow,,"Gertsena Ul. 13, Moscow",Sergey Sergeevich Prokofiev,not_stated,not_stated,Paris,,Paris,original,letter,typed,Russian,Signed by Sherman and Rybnikova.,1851,,37.5718272379371,55.4883047779801
5909,"Bernard R. Laberge to Sergey Sergeevich Prokofiev, 31 October 1928","Box: 2; Folder: 1928, October","Binder XIX, page 153",31 October 1928,exact,Bernard R. Laberge,not_stated,130 West 42nd Street,New York,,"130 West 42nd Street, New York",Sergey Sergeevich Prokofiev,not_stated,22 Rue d'Anjou,Paris,,"22 Rue d'Anjou, Paris",original,letter,typed,French,,1852,,-73.9852929842692,40.7553178261933
5910,"Clerical assistant to Sergey Sergeevich Prokofiev, 31 October 1928","Box: 2; Folder: 1928, October","Binder XIX, page 154",31 October 1928,exact,Clerical assistant,Haensel & Jones,113 West 57th Street,New York,,"113 West 57th Street, New York",Sergey Sergeevich Prokofiev,not_stated,not_stated,Paris,,Paris,original,letter,typed,English,,1853,,-73.9776565291081,40.7646075530129
5913,"Ekaterina Grigorevna Raevskaya to Sergey Sergeevich Prokofiev, 01 November 1928","Box: 2; Folder: 1928, November","Binder XIX, page 159",01 November 1928,exact,Ekaterina Grigorevna Raevskaya,not_stated,not_stated,Kadnikov,,Kadnikov,Sergey Sergeevich Prokofiev,not_stated,22 Rue d'Anjou,Paris,,"22 Rue d'Anjou, Paris",original,postcard,handwritten,Russian,,1854,,40.3556899998994,59.4965500001331
5915,"Vladimir Vladimirovich Derzhanovsky to Sergey Sergeevich Prokofiev, 03 November 1928","Box: 2; Folder: 1928, November","Binder XIX, page 163",03 November 1928,exact,Vladimir Vladimirovich Derzhanovsky,not_stated,Kuznetskii Most 12,Moscow,,"Kuznetskii Most 12, Moscow",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,typed,Russian,,1855,,37.6211030598162,55.7618216342113
5916,"Vsevolod Emilevich Meyerhold to Sergey Sergeevich Prokofiev, 05 November 1928","Box: 2; Folder: 1928, November","Binder XIX, page 165",05 November 1928,exact,Vsevolod Emilevich Meyerhold,not_stated,not_stated,Nice,,Nice,Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,postcard,handwritten,Russian,,1856,,7.27768000039174,43.7002799999688
5919,"Vsevolod Emilevich Meyerhold to Sergey Sergeevich Prokofiev, 06 November 1928","Box: 2; Folder: 1928, November","Binder XIX, page 183",06 November 1928,exact,Vsevolod Emilevich Meyerhold,not_stated,not_stated,Monte-Carlo,,Monte-Carlo,Sergey Sergeevich Prokofiev,not_stated,1 Rue Obligado,Paris,,"1 Rue Obligado, Paris",original,postcard,handwritten,Russian,,1857,,7.42694000042945,43.7383200003185
5923,"Director to Sergey Sergeevich Prokofiev, 07 November 1928","Box: 2; Folder: 1928, November","Binder XIX, page 173",07 November 1928,exact,Director,Societe des Auteurs et Compositeurs Dramatiques,12 Rue Henner,Paris,,"12 Rue Henner, Paris",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,French,,1858,,2.33310638729308,48.8803748205801
5924,"Alfred Bloch to Sergey Sergeevich Prokofiev, 07 November 1928","Box: 2; Folder: 1928, November","Binder XIX, page 175",07 November 1928,exact,Alfred Bloch,not_stated,12 Rue Henner,Paris,,"12 Rue Henner, Paris",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,typed,French,,1859,,2.33310638729308,48.8803748205801
5928,"Clerical assistant to Sergey Sergeevich Prokofiev, 08 November 1928","Box: 2; Folder: 1928, November","Binder XIX, page 180",08 November 1928,exact,Clerical assistant,"Bogue-Laberge Concert Management, Inc.",130 West 42nd Street,New York,,"130 West 42nd Street, New York",Sergey Sergeevich Prokofiev,not_stated,22 Rue d'Anjou,Paris,,"22 Rue d'Anjou, Paris",original,letter,typed,French,See XIX/ 178.,1860,,-73.9852929842692,40.7553178261933
5930,"Léonide Massine to Sergey Sergeevich Prokofiev, 08 November 1928","Box: 2; Folder: 1928, November","Binder XIX, page 182",08 November 1928,exact,Léonide Massine,not_stated,151 Avenue de Wagram,Paris,,"151 Avenue de Wagram, Paris",Sergey Sergeevich Prokofiev,not_stated,1 Rue Obligado,Paris,,"1 Rue Obligado, Paris",original,letter,typed,French,,1861,,2.30365997070745,48.8856553792486
5931,"A. Albin to Sergey Sergeevich Prokofiev, 08 November 1928","Box: 2; Folder: 1928, November","Binder XVII, page 100",08 November 1928,exact,A. Albin,not_stated,191 Faubourg St. Denis,Paris,,"191 Faubourg St. Denis, Paris",Sergey Sergeevich Prokofiev,not_stated,5 Avenue Frémiet,Paris,,"5 Avenue Frémiet, Paris",original,postcard,handwritten,French,,1862,,2.35829584854573,48.8817333492905
5932,"Clerical assistant to Sergey Sergeevich Prokofiev, 09 November 1928","Box: 2; Folder: 1928, November","Binder XIX, page 185",09 November 1928,exact,Clerical assistant,International Press Cutting Bureau,329 High Holborn,London,,"329 High Holborn, London",Sergey Sergeevich Prokofiev,not_stated,1 Rue Obligado,Paris,,"1 Rue Obligado, Paris",original,letter,typed,English,,1863,,-0.112044397716135,51.5181530726437
5934,"Jean Fassina to Sergey Sergeevich Prokofiev, 09 November 1928","Box: 2; Folder: 1928, November","Binder XIX, page 187",09 November 1928,exact,Jean Fassina,not_stated,11 Quai des Deux-Emmanuel,Nice,,"11 Quai des Deux-Emmanuel, Nice",Sergey Sergeevich Prokofiev,not_stated,22 Rue d'Anjou,Paris,,"22 Rue d'Anjou, Paris",original,letter,handwritten,French,,1864,,7.28633406620838,43.6970908815341
5935,"Boris Vladimirovich Asafiev to Sergey Sergeevich Prokofiev, 10 November 1928","Box: 2; Folder: 1928, November","Binder XIX, page 188",10 November 1928,exact,Boris Vladimirovich Asafiev,not_stated,not_stated,Berlin,,Berlin,Sergey Sergeevich Prokofiev,not_stated,1 Rue Obligado,Paris,,"1 Rue Obligado, Paris",original,postcard,handwritten,Russian,,1865,,13.3769100001127,52.5160400001679
5940,"Tigran Avetovich Tarumov to Sergey Sergeevich Prokofiev, 12 November 1928","Box: 2; Folder: 1928, November","Binder XIX, page 196",12 November 1928,exact,Tigran Avetovich Tarumov,not_stated,Daev 4/13,Moscow,,"Daev 4/13, Moscow",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,Russian,,1866,,37.6357770435755,55.7705620901887
5943,"Clerical assistant to Sergey Sergeevich Prokofiev, 13 November 1928","Box: 2; Folder: 1928, November","Binder XIX, page 204",13 November 1928,exact,Clerical assistant,Compoleage,not_stated,New York,,New York,Sergey Sergeevich Prokofiev,not_stated,not_stated,Paris,,Paris,original,telegram,typed,English,,1867,,-74.0071400003009,40.7145500001758
5947,"Pierre Petrovich Souvchinsky to Sergey Sergeevich Prokofiev, 17 November 1928","Box: 2; Folder: 1928, November","Binder XIX, page 207",17 November 1928,exact,Pierre Petrovich Souvchinsky,not_stated,not_stated,Clamart,,Clamart,Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,Russian,Originator's address: '26 Rue Paul Bert (?),1868,,2.26309999987194,48.7998799999641
5949,"Albert Hauglustaine to Sergey Sergeevich Prokofiev, 19 November 1928","Box: 2; Folder: 1928, November","Binder XIX, page 209",19 November 1928,exact,Albert Hauglustaine,not_stated,61 Rue de Montreuil,Paris,,"61 Rue de Montreuil, Paris",Sergey Sergeevich Prokofiev,not_stated,1 Rue Obligado,Paris,,"1 Rue Obligado, Paris",original,letter,handwritten,French,,1869,,2.38981572323251,48.8505025110487
5950,"Raoul Pourtet to Sergey Sergeevich Prokofiev, 19 November 1928","Box: 2; Folder: 1928, November","Binder XIX, page 210",19 November 1928,exact,Raoul Pourtet,not_stated,not_stated,Marmande,,Marmande,Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,French,,1870,,0.165050000400395,44.5037500000449
5953,"Editor to Sergey Sergeevich Prokofiev, 20 November 1928","Box: 2; Folder: 1928, November","Binder XIX, page 213",20 November 1928,exact,Editor,not_stated,130 West 42nd Street,New York,,"130 West 42nd Street, New York",Sergey Sergeevich Prokofiev,not_stated,1 Rue Obligado,Paris,,"1 Rue Obligado, Paris",original,letter,typed,English,,1871,,-73.9852929842692,40.7553178261933
5954,"Jean Fassina to Sergey Sergeevich Prokofiev, 20 November 1928","Box: 2; Folder: 1928, November","Binder XIX, page 215",20 November 1928,exact,Jean Fassina,not_stated,11 Quai des Deux-Emmanuel,Nice,,"11 Quai des Deux-Emmanuel, Nice",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,French,,1872,,7.28633406620838,43.6970908815341
5956,"S. Ughet to Sergey Sergeevich Prokofiev, 21 November 1928","Box: 2; Folder: 1928, November","Binder XIX, page 218",21 November 1928,exact,S. Ughet,not_stated,17 East 45th Street,New York,,"17 East 45th Street, New York",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,draft,Russian,Typed draft.,1873,,-73.9785107425016,40.7550689777265
5957,"Clerical assistant to Sergey Sergeevich Prokofiev, 23 November 1928","Box: 2; Folder: 1928, November","Binder XIX, page 219",23 November 1928,exact,Clerical assistant,not_stated,1 Karlsplatz,Vienna,,"1 Karlsplatz, Vienna",Sergey Sergeevich Prokofiev,not_stated,1 Rue Obligado,Paris,,"1 Rue Obligado, Paris",original,postcard,typed,German,,1874,,16.3695195002644,48.201030000241
5774,"Boris Vladimirovich Asafiev to Sergey Sergeevich Prokofiev, 25 August 1928","Box: 2; Folder: 1928, August","Binder XVIII, page 311",25 August 1928,exact,Boris Vladimirovich Asafiev,not_stated,"Peter Jordan Str. 19, Tür 5",Vienna,,"Peter Jordan Str. 19, Tür 5, Vienna",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,Russian,"Originator's full address: 'Wien XIX, Peter Jordan Str. 19, Tür 5, bei Frau Goldla(u?)st'.",1875,,16.3460115001707,48.2370209998892
5776,"Boris Vladimirovich Asafiev to Sergey Sergeevich Prokofiev, 21 August 1928","Box: 2; Folder: 1928, August","Binder XVIII, page 312",21 August 1928,exact,Boris Vladimirovich Asafiev,not_stated,not_stated,Moscow,,Moscow,Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,Russian,Translation of the letter from Ambassade de la Republique Francaise to Boris Asafiev. Verso of XVII/311.,1876,,37.6150100001447,55.7569599999085
5777,"N. Wischnegradsky to Sergey Sergeevich Prokofiev, 26 August 1928","Box: 2; Folder: 1928, August","Binder XVIII, page 312b",26 August 1928,exact,N. Wischnegradsky,not_stated,not_stated,Paris,,Paris,Sergey Sergeevich Prokofiev,not_stated,5 Avenue Frémiet,Paris,,"5 Avenue Frémiet, Paris",original,letter,handwritten,Russian,Originator: female.,1877,,2.34143999979337,48.8572100000963
5779,"Swiss Consul to Sergey Sergeevich Prokofiev, 27 August 1928","Box: 2; Folder: 1928, August","Binder XVIII, page 318",27 August 1928,exact,Swiss Consul,Consulat de Suisse Lyon,6 Quai des Brotteaux,Lyon,,"6 Quai des Brotteaux, Lyon",Sergey Sergeevich Prokofiev,not_stated,Château de Vétraz,Annemasse,,"Château de Vétraz, Annemasse",original,letter,typed,French,,1878,,4.85701798352702,45.7695386295835
5780,"Alberti to Sergey Sergeevich Prokofiev, 27 August 1928","Box: 2; Folder: 1928, August","Binder XVIII, page 319",27 August 1928,exact,Alberti,not_stated,191 Faubourg St. Denis,Paris,,"191 Faubourg St. Denis, Paris",Sergey Sergeevich Prokofiev,not_stated,Château de Vétraz,Annemasse,,"Château de Vétraz, Annemasse",original,postcard,handwritten,French,,1879,,2.35829584854573,48.8817333492905
5784,"Pavel Alexandrovich Lamm to Sergey Sergeevich Prokofiev, 28 August 1928","Box: 2; Folder: 1928, August","Binder XVIII, page 327",28 August 1928,exact,Pavel Alexandrovich Lamm,not_stated,not_stated,Geneva,,Geneva,Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,Russian,,1880,,6.14275000026606,46.2083299997675
5787,"Maria Rein to Sergey Sergeevich Prokofiev, 29 August 1928","Box: 2; Folder: 1928, August","Binder XVIII, page 325",29 August 1928,exact,Maria Rein,not_stated,Kuhmühle 7,Hamburg,,"Kuhmühle 7, Hamburg",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,Russian,,1881,,10.0242398887027,53.5649066608939
5788,"Swiss Consul to Sergey Sergeevich Prokofiev, 29 August 1928","Box: 2; Folder: 1928, August","Binder XVIII, page 329",29 August 1928,exact,Swiss Consul,Consulat de Suisse Lyon,6 Quai des Brotteaux,Lyon,,"6 Quai des Brotteaux, Lyon",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,typed,French,Copy of letter received from 'Police Fédérale des Etrangers Entrée et Séjour'.,1882,,4.85701798352702,45.7695386295835
5789,"Tania Raevskaya to Sergey Sergeevich Prokofiev, 29 August 1928","Box: 2; Folder: 1928, August","Binder XVIII, page 330",29 August 1928,exact,Tania Raevskaya,not_stated,Kaiser Wilhelmstrasse 11,Potsdam,,"Kaiser Wilhelmstrasse 11, Potsdam",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,Russian,"Originator's full address: 'Potsdam bei Berlin, Kaiser Wilhelmstr. 11'.",1883,,13.0478300003845,52.3996099997622
5791,"Albert Hauglustaine to Sergey Sergeevich Prokofiev, 31 August 1928","Box: 2; Folder: 1928, August","Binder XVIII, page 333",31 August 1928,exact,Albert Hauglustaine,not_stated,61 Rue de Montreuil,Paris,,"61 Rue de Montreuil, Paris",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,French,,1884,,2.38981572323251,48.8505025110487
5792,"Boris Stepanovich Zakharov to Sergey Sergeevich Prokofiev, 31 August 1928","Box: 2; Folder: 1928, August","Binder XVIII, page 334",31 August 1928,exact,Boris Stepanovich Zakharov,not_stated,not_stated,Hong Kong,,Hong Kong,Sergey Sergeevich Prokofiev,not_stated,22 Rue d'Anjou,Paris,,"22 Rue d'Anjou, Paris",original,postcard,handwritten,Russian,Origintaors: 'Ts[etsiliia] i B[oris].,1885,,114.158719999893,22.2833199999969
5793,"Gavriil Grigorievich Paichadze to Sergey Sergeevich Prokofiev, 31 August 1928","Box: 2; Folder: 1928, August","Binder XVIII, page 336",31 August 1928,exact,Gavriil Grigorievich Paichadze,not_stated,22 Rue d'Anjou,Paris,,"22 Rue d'Anjou, Paris",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,typed,Russian,,1886,,2.32158522966957,48.8709984971222
5794,"Boris Vladimirovich Asafiev to Sergey Sergeevich Prokofiev, 31 August 1928","Box: 2; Folder: 1928, August","Binder XVIII, page 338",31 August 1928,exact,Boris Vladimirovich Asafiev,not_stated,1 Karlsplatz,Vienna,,"1 Karlsplatz, Vienna",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,Russian,,1887,,16.3695195002644,48.201030000241
5796,"Director to Sergey Sergeevich Prokofiev, [01 August 1928]","Box: 2; Folder: 1928, August","Binder XVIII, page 341",01 August 1928,implied,Director,Mvzyka,Kapucynska 13,Warsaw,,"Kapucynska 13, Warsaw",Sergey Sergeevich Prokofiev,not_stated,not_stated,Paris,,Paris,original,letter,typed,French,Note (in Russian) signed 'M.Glinski'.,1888,,21.0091875334137,52.2465290349388
5800,"Swiss Consul to Sergey Sergeevich Prokofiev, 01 September 1928","Box: 2; Folder: 1928, September","Binder XIX, page 2",01 September 1928,exact,Swiss Consul,Consulat de Suisse Lyon,6 Quai des Brotteaux,Lyon,,"6 Quai des Brotteaux, Lyon",Sergey Sergeevich Prokofiev,not_stated,Château de Vétraz,Annemasse,,"Château de Vétraz, Annemasse",original,letter,typed,French,,1889,,4.85701798352702,45.7695386295835
5801,"Petr Petrovich Saburov to Sergey Sergeevich Prokofiev, 01 September 1928","Box: 2; Folder: 1928, September","Binder XIX, page 3",01 September 1928,exact,Petr Petrovich Saburov,not_stated,not_stated,Paris,,Paris,Sergey Sergeevich Prokofiev,not_stated,Château de Vétraz,Annemasse,,"Château de Vétraz, Annemasse",original,postcard,handwritten,Russian,,1890,,2.34143999979337,48.8572100000963
5802,"Vladimir Alexandrovich Dukelsky to Sergey Sergeevich Prokofiev, 01 September 1928","Box: 2; Folder: 1928, September","Binder XIX, page 8",01 September 1928,exact,Vladimir Alexandrovich Dukelsky,not_stated,not_stated,Fontainebleau,,Fontainebleau,Sergey Sergeevich Prokofiev,not_stated,Château de Vétraz,Annemasse,,"Château de Vétraz, Annemasse",original,postcard,handwritten,Russian,,1891,,2.70118999967766,48.4049900002574
5803,"Jean Fassina to Sergey Sergeevich Prokofiev, 02 September 1928","Box: 2; Folder: 1928, September","Binder XIX, page 5",02 September 1928,exact,Jean Fassina,not_stated,11 Quai des Deux-Emmanuel,Nice,,"11 Quai des Deux-Emmanuel, Nice",Sergey Sergeevich Prokofiev,not_stated,Château de Vétraz,Annemasse,,"Château de Vétraz, Annemasse",original,letter,handwritten,French,,1892,,7.28633406620838,43.6970908815341
5810,"Vladimir Vladimirovich Derzhanovsky to Sergey Sergeevich Prokofiev, 04 September 1928","Box: 2; Folder: 1928, September","Binder XIX, page 18",04 September 1928,exact,Vladimir Vladimirovich Derzhanovsky,not_stated,Kropotkina Ul. 32,Moscow,Russia,"Kropotkina Ul. 32, Moscow",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,typed,Russian,,1893,,37.61501,55.75696
5813,"Boris Vladimirovich Asafiev to Sergey Sergeevich Prokofiev, 05 September 1928","Box: 2; Folder: 1928, September","Binder XIX, page 23",05 September 1928,exact,Boris Vladimirovich Asafiev,not_stated,not_stated,Vienna,,Vienna,Sergey Sergeevich Prokofiev,not_stated,Château de Vétraz,Annemasse,,"Château de Vétraz, Annemasse",original,telegram,handwritten,German,,1894,,16.3688000000275,48.2025400002485
5818,"Boris Vladimirovich Asafiev to Sergey Sergeevich Prokofiev, [06 September 1928]","Box: 2; Folder: 1928, September","Binder XIX, page 73",06 September 1928,implied,Boris Vladimirovich Asafiev,not_stated,not_stated,Vienna,,Vienna,Sergey Sergeevich Prokofiev,not_stated,Château de Vétraz,Annemasse,,"Château de Vétraz, Annemasse",original,telegram,handwritten,German,,1895,,16.3688000000275,48.2025400002485
5819,"Fyodor Weber to Sergey Sergeevich Prokofiev, 07 September 1928","Box: 2; Folder: 1928, September","Binder XIX, page 26",07 September 1928,exact,Fyodor Weber,not_stated,Dessauerstrasse 17,Berlin,,"Dessauerstrasse 17, Berlin",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,Russian,,1896,,13.5505293614867,52.5672043793325
5820,"Petr Petrovich Saburov to Sergey Sergeevich Prokofiev, 07 September 1928","Box: 2; Folder: 1928, September","Binder XIX, page 28",07 September 1928,exact,Petr Petrovich Saburov,not_stated,6 Rue du Collège,Geneva,,"6 Rue du Collège, Geneva",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,Russian,"Originator's full address: '6 Rue du Collège, Carouge, Geneva, Switzerland'.",1897,,6.14084293441005,46.1833342444442
5821,"Felix Labunski to Sergey Sergeevich Prokofiev, 08 September 1928","Box: 2; Folder: 1928, September","Binder XIX, page 30",08 September 1928,exact,Felix Labunski,not_stated,not_stated,St. Nicolas de Veroce,,St. Nicolas de Veroce,Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,Russian,,1898,,6.72213999963083,45.8552100001506
5827,"Swiss Consul to Sergey Sergeevich Prokofiev, 14 September 1928","Box: 2; Folder: 1928, September","Binder XIX, page 38",14 September 1928,exact,Swiss Consul,Consulat de Suisse Lyon,6 Quai des Brotteaux,Lyon,,"6 Quai des Brotteaux, Lyon",Sergey Sergeevich Prokofiev,not_stated,Château de Vétraz,Annemasse,,"Château de Vétraz, Annemasse",original,letter,typed,French,,1899,,4.85701798352702,45.7695386295835
5828,"Lev Moiseevich Tseitlin to Sergey Sergeevich Prokofiev, 14 September 1928","Box: 2; Folder: 1928, September","Binder XIX, page 39",14 September 1928,exact,Lev Moiseevich Tseitlin,not_stated,not_stated,Moscow,,Moscow,Sergey Sergeevich Prokofiev,not_stated,Château de Vétraz,Annemasse,,"Château de Vétraz, Annemasse",original,telegram,typed,Russian,,1900,,37.6150100001447,55.7569599999085
5832,"Swiss Consul to Sergey Sergeevich Prokofiev, 18 September 1928","Box: 2; Folder: 1928, September","Binder XIX, page 44",18 September 1928,exact,Swiss Consul,Consulat de Suisse Lyon,6 Quai des Brotteaux,Lyon,,"6 Quai des Brotteaux, Lyon",Sergey Sergeevich Prokofiev,not_stated,Château de Vétraz,Annemasse,,"Château de Vétraz, Annemasse",original,letter,typed,French,,1901,,4.85701798352702,45.7695386295835
6921,"Clerical assistant to Sergey Sergeevich Prokofiev, 18 November 1929","Box: 3; Folder: 1929, November","Binder XXII, page 295",18 November 1929,exact,Clerical assistant,Biblioteka Moskovskoi Gosudarstvennoi Konservatorii,not_stated,Moscow,,Moscow,Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,typed,Russian,Originator: 'Van'kovich'.,1902,,37.6150100001447,55.7569599999085
